G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.0418701	0.0694046	0.0032014	0.2855546	0.6094017	0.6939213	0.4628889	0.3352273	0.5456625	0.5033630	0.5001651	0.4484730	0.4123959	0.4379958	0.0408903	0.3240076	0.4595814	0.7322712	0.3346078	0.5207610	0.7244981	0.6484336	0.4463562	0.4103794	0.3345748	0.4555880	0.7306870	0.6637187	0.4295806	0.2813980	0.0305503	0.1150625	0.0342357	0.0022225	0.4876264	0.1038405	0.0320301	0.5475222	0.4197905	0.7176643	0.7143175	0.2626695	0.0492814	0.3562771	0.5458189	0.8243546	0.0956262	0.3222207	0.3647686	0.7131533	0.4490790	0.7958692	0.7140070	0.0198845	0.6691518	0.6542965	0.5320119	0.2781401	0.1851471	0.0976034	0.3276330	0.7292357	0.0550976	0.7450675	0.4753855	0.8625092	0.6377249	0.8448181	0.6041351	0.0660276	0.1386749	0.8183357	0.6277393	0.1766816	0.8051986	0.6445237	0.0297074	0.6960537	0.1751805	0.8139240	0.0050016	0.8368592	0.7556188	0.0118086	0.2761028	0.3247780	0.2994160	0.7126021	0.0148659	0.6517807	0.4934886	0.0207110	0.0113683	0.0150150	0.7470989	0.7329453	0.1282431	0.6888449	0.2328016
0.4573965	0.0000000	0.8270972	0.3878176	0.2138692	0.4018484	0.2470119	0.2340728	0.3520917	0.4773156	0.5498011	0.4377632	0.4932598	0.3955634	0.3436562	0.0406032	0.6008231	0.4186487	0.6597817	0.2303134	0.6227463	0.6194508	0.6673630	0.4410184	0.3110663	0.4764852	0.3422671	0.6692909	0.6903161	0.4141377	0.2550157	0.0466009	0.1141289	0.0425025	0.0015593	0.5718906	0.0798941	0.0602967	0.6746903	0.3990438	0.7567307	0.7509470	0.2957528	0.0663962	0.4267935	0.5919855	0.6768492	0.0398031	0.2973270	0.4955260	0.5065154	0.4355192	0.7376082	0.8060319	0.0445888	0.7721825	0.5702667	0.8021056	0.3170965	0.1407619	0.0415493	0.2964676	0.5771445	0.1571217	0.7338382	0.5026305	0.7927308	0.6795689	0.6406647	0.7601274	0.0346542	0.1602436	0.8905100	0.7305356	0.1429549	0.7228374	0.6210217	0.0106369	0.5373476	0.2003375	0.8655991	0.0095056	0.4743915	0.6445085	0.0153131	0.1196650	0.3254424	0.2781549	0.3863045	0.0610053	0.7540025	0.7416025	0.0393858	0.0174175	0.0216035	0.6026141	0.7435066	0.1261247	0.5732237	0.2258636
0.4978510	0.0041587	0.0000000	0.4599457	0.1981366	0.3771910	0.2383612	0.1901975	0.3961209	0.6838316	0.5409727	0.4919450	0.5756825	0.3186265	0.4331807	0.0358998	0.4568649	0.3158517	0.8383284	0.1663906	0.5886667	0.7820893	0.7242600	0.3973785	0.3629008	0.4379869	0.2969969	0.6572625	0.6869686	0.3824599	0.3444525	0.0801705	0.0945995	0.0471206	0.0020172	0.4817908	0.0735056	0.0646904	0.5640428	0.4447223	0.7135742	0.8295223	0.2579639	0.0836418	0.3394809	0.5125503	0.7389386	0.0634042	0.3156842	0.3171314	0.5391328	0.4302036	0.7719061	0.7952601	0.0266542	0.6063188	0.7560822	0.5362671	0.4164482	0.1847292	0.0961110	0.2364081	0.8602295	0.0947614	0.8938379	0.5951016	0.7308096	0.8655181	0.7449384	0.6872380	0.0680549	0.2005251	0.8477016	0.6757309	0.1121474	0.7113928	0.7293493	0.0123425	0.8038838	0.2551225	0.7136780	0.0039374	0.4279860	0.6963111	0.0164424	0.1670893	0.3509394	0.3663392	0.5029899	0.0383377	0.6788987	0.6445713	0.0255205	0.0529100	0.0026925	0.7146458	0.7251701	0.0406654	0.5572032	0.2975913
0.4514580	0.0130494	0.6366536	0.0000000	0.2204595	0.5738998	0.1494172	0.3098041	0.3356981	0.5596495	0.5654732	0.4416583	0.5070222	0.6094085	0.3512070	0.0368357	0.4486441	0.4994785	0.6392401	0.2754634	0.6223443	0.6432186	0.7260940	0.4671740	0.4219733	0.5885352	0.2049853	0.6439459	0.7871613	0.2962530	0.2865682	0.0259326	0.0992923	0.0629459	0.0063191	0.5560842	0.0698243	0.0261525	0.8777553	0.4582910	0.7507882	0.7133383	0.2705227	0.0630263	0.3455876	0.6891251	0.8300843	0.0378227	0.3088148	0.3074673	0.5612628	0.4419074	0.7234435	0.7779880	0.0164501	0.7169911	0.7400897	0.5731914	0.4410280	0.2553102	0.0574434	0.3016538	0.6462748	0.0874069	0.9239053	0.5026924	0.7798831	0.6042689	0.6780489	0.7318238	0.0653628	0.1502499	0.6331290	0.7453318	0.0908137	0.6691016	0.6326181	0.0145724	0.6407711	0.1337001	0.5736232	0.0037081	0.8067339	0.8431354	0.0286568	0.1904437	0.3376157	0.3465960	0.7869078	0.0462090	0.6444697	0.6158714	0.0678108	0.0366977	0.0075259	0.7173491	0.6845888	0.0824405	0.7190105	0.2037358
0.3524717	0.0303846	0.8646308	0.2476235	0.0000000	0.5033898	0.1864249	0.2697070	0.3222233	0.6612428	0.5325980	0.4718726	0.4576382	0.4456348	0.3718270	0.0677698	0.5778663	0.5732039	0.7240072	0.2932550	0.6056741	0.7557000	0.8477498	0.4440850	0.2856253	0.3850940	0.4469488	0.6894915	0.7623287	0.3246575	0.3904941	0.0373628	0.0911729	0.0320193	0.0008246	0.4772588	0.1173122	0.0299957	0.5561668	0.4236567	0.7290781	0.7270488	0.2727154	0.0930036	0.3873987	0.6864697	0.7903750	0.0385863	0.3079880	0.4379754	0.6077637	0.5613110	0.7183634	0.7201467	0.0174148	0.7269555	0.5738675	0.6046136	0.3375686	0.1702755	0.0740783	0.2753682	0.6587991	0.0797719	0.5459219	0.5626061	0.7962383	0.7058679	0.8242001	0.7054209	0.0407449	0.1753614	0.9567357	0.5652093	0.1794173	0.9256144	0.7081320	0.0103759	0.8143270	0.2880955	0.6260923	0.0058184	0.4126564	0.6828213	0.0164994	0.1478783	0.3440391	0.2736930	0.6592047	0.0563616	0.7518161	0.7369230	0.0653484	0.0185953	0.0226498	0.6913261	0.8836284	0.1405291	0.5473989	0.2203599
0.5819670	0.0166895	0.7328008	0.5638692	0.1437459	0.0000000	0.1528848	0.1028429	0.4236906	0.5783828	0.5189948	0.3486047	0.5388711	0.4998486	0.2217568	0.0361168	0.6907787	0.1970914	0.1926078	0.0572242	0.6770508	0.7051078	0.6389160	0.6908069	0.4538960	0.0872432	0.2514094	0.0492333	0.1161209	0.7577060	0.2545420	0.4960176	0.6818694	0.0481646	0.0850445	0.0487494	0.6280610	0.0542424	0.6036980	0.6320549	0.7158295	0.7657279	0.2730259	0.0558063	0.3279423	0.6931259	0.7304789	0.0436535	0.3367898	0.5233812	0.5577993	0.3162169	0.1628431	0.5344115	0.0393477	0.6967579	0.6951997	0.4666273	0.3659027	0.1664882	0.0388419	0.0556763	0.5721360	0.1402241	0.7360677	0.5808837	0.6751276	0.0584110	0.6346103	0.7398639	0.0309452	0.1231866	0.7565928	0.7024188	0.1285036	0.7064622	0.7143264	0.2655649	0.8169959	0.3426738	0.6799085	0.0001691	0.6603034	0.8002830	0.0103042	0.1891065	0.1427788	0.6181901	0.0718184	0.0564665	0.7370853	0.6927425	0.2103874	0.1659687	0.0336881	0.7278663	0.7260576	0.0476743	0.5748684	0.3335678
0.4330958	0.0083395	0.7337993	0.2795435	0.1540080	0.4691304	0.0000000	0.1891444	0.3421351	0.5202739	0.5557019	0.5264335	0.4939242	0.4777390	0.3514177	0.0592426	0.6007021	0.4030785	0.6190542	0.2740327	0.5756928	0.8027472	0.6042809	0.5469150	0.3670846	0.4541853	0.3305050	0.7327129	0.6886945	0.3547496	0.3483189	0.0363326	0.1110730	0.0300519	0.0004807	0.5048023	0.0917553	0.0360967	0.7456546	0.4648655	0.6708027	0.7348670	0.3442116	0.0654371	0.4247196	0.5884238	0.6331319	0.0553122	0.2115573	0.3609927	0.7237460	0.4952607	0.5773224	0.7089599	0.0182721	0.6900533	0.6880599	0.5844304	0.4409148	0.2199129	0.0933020	0.2224871	0.7348443	0.0597802	0.6281012	0.5253425	0.7986571	0.8311945	0.7433448	0.7611971	0.0517453	0.1356232	0.7065290	0.7872965	0.1520140	0.7439972	0.6735887	0.0292943	0.8426357	0.2509161	0.7796823	0.0006580	0.5018571	0.6953464	0.0139351	0.2178549	0.3191227	0.3396211	0.5700155	0.0286740	0.7665227	0.6620951	0.0197637	0.0243520	0.0192294	0.7233856	0.6229709	0.0597535	0.6472077	0.1937405
0.4156704	0.0225647	0.7369132	0.4254850	0.1869767	0.4774199	0.1639597	0.0000000	0.4204664	0.5303721	0.4557750	0.4878765	0.3997547	0.5132010	0.4690546	0.0445816	0.5917458	0.5143484	0.7447099	0.2391639	0.5174337	0.8158880	0.7909576	0.3831947	0.3656198	0.3187250	0.3863503	0.7624516	0.7199675	0.3221985	0.3168881	0.0181262	0.1178907	0.0744722	0.0008927	0.5524648	0.0744756	0.0275441	0.6068048	0.3367226	0.7371615	0.6310959	0.2345266	0.0866729	0.3960941	0.7292594	0.6732405	0.0330799	0.3218358	0.2675785	0.7045400	0.4709423	0.6468277	0.7316422	0.0130810	0.7132790	0.7657016	0.6876078	0.3722521	0.1143957	0.0827579	0.3854338	0.6667210	0.0844743	0.6623247	0.5823792	0.7040796	0.6416441	0.8376173	0.7400358	0.0247514	0.1940543	0.8679428	0.6648840	0.0579042	0.6977195	0.6289838	0.0188593	0.6649387	0.1952589	0.8330993	0.0000982	0.4586739	0.7068671	0.0181710	0.1882728	0.3155388	0.3792504	0.5958537	0.0323848	0.6865861	0.6852302	0.0242749	0.0217406	0.0123419	0.8269552	0.7761090	0.0370265	0.6710248	0.2503471
0.5442067	0.0054213	0.7696525	0.4901902	0.1370246	0.3956813	0.1176246	0.1897512	0.0000000	0.4552178	0.1455782	0.3882241	0.7552476	0.7529610	0.5706500	0.0322832	0.5318034	0.0939851	0.6616707	0.1220269	0.4681253	0.8214574	0.6125743	0.6385687	0.3614432	0.2103536	0.2688205	0.6915450	0.7760182	0.4305000	0.2683859	0.0443514	0.1996731	0.0531249	0.0588633	0.2835352	0.1517166	0.5815705	0.5564620	0.5987104	0.7397577	0.7121098	0.3910185	0.0494224	0.3499631	0.4903166	0.5533759	0.2576085	0.2224323	0.4046965	0.5853788	0.4567150	0.6565313	0.7733755	0.0357470	0.7185362	0.7389887	0.6104426	0.3154305	0.1753606	0.0341073	0.1278388	0.7151569	0.1443383	0.6477103	0.5279115	0.7349983	0.7023091	0.7777653	0.8262210	0.0669433	0.1641518	0.5560634	0.7341389	0.0964868	0.9671816	0.6754436	0.0275706	0.8717527	0.2062326	0.7824121	0.0007224	0.5135310	0.7413725	0.0166379	0.0977434	0.2474037	0.4358408	0.0941277	0.4263457	0.1908828	0.6378820	0.0368856	0.0152430	0.0260546	0.7842294	0.8025074	0.0454200	0.8892182	0.2690038
0.4390143	0.0149408	0.6547263	0.3295517	0.1643286	0.3455074	0.1689396	0.2639825	0.3143920	0.0000000	0.4511040	0.4896836	0.5527964	0.3920025	0.4735786	0.0829865	0.5971683	0.3899162	0.6703788	0.2447564	0.6089067	0.6894741	0.8014279	0.4705388	0.4463544	0.3266501	0.3053998	0.6998283	0.5789407	0.3527007	0.3399554	0.0321533	0.1304346	0.0321047	0.0064632	0.4291326	0.1125964	0.0427006	0.6890867	0.4644261	0.5938035	0.6807853	0.2692996	0.0739339	0.2642666	0.6301169	0.7568915	0.1013804	0.3677233	0.3720169	0.6148082	0.6238807	0.7214979	0.6644127	0.0129245	0.7265810	0.6706409	0.5627323	0.3695722	0.1525967	0.0854309	0.2611171	0.7090329	0.0939810	0.7888738	0.4866949	0.6784646	0.6582417	0.6253887	0.7459816	0.0371245	0.1346258	0.7292980	0.7679328	0.1820937	0.6454582	0.6969013	0.0196597	0.7944261	0.1685236	0.6686384	0.0010838	0.4718138	0.6931530	0.0141800	0.1798456	0.3656555	0.3752455	0.2891634	0.0180918	0.8133941	0.7837767	0.0632097	0.0089522	0.0069161	0.7069408	0.6116691	0.1070674	0.6317959	0.2166610
0.4179571	0.0204533	0.7325416	0.5022259	0.1135198	0.3375434	0.2346972	0.0848090	0.4596502	0.7164172	0.0000000	0.4656088	0.4673221	0.2728700	0.2604960	0.0274592	0.5913839	0.2185730	0.7714244	0.2299578	0.6381954	0.6341739	0.6895610	0.4625536	0.3139836	0.4558798	0.3229951	0.6499094	0.8288131	0.4229961	0.3849216	0.0776281	0.2166174	0.0692508	0.1509199	0.4188690	0.0965162	0.5256809	0.6911959	0.7336945	0.6861041	0.6587166	0.2246531	0.1002310	0.3799443	0.5620290	0.5406523	0.2949520	0.2548489	0.4585802	0.4665236	0.3938679	0.6494759	0.7737021	0.0358618	0.6639146	0.6573296	0.6863412	0.3345168	0.2549202	0.0507533	0.1422095	0.5889870	0.1010568	0.8346909	0.6696953	0.6295970	0.7497238	0.6314786	0.8450001	0.0456926	0.2058974	0.7506398	0.8200700	0.2413387	0.7246824	0.6621929	0.0286306	0.7380713	0.2512728	0.7488989	0.0004005	0.4439900	0.7689223	0.0113443	0.1343252	0.3144855	0.3788554	0.0837571	0.4271381	0.1665010	0.6664297	0.0412327	0.0243003	0.0085978	0.6648184	0.7327602	0.1912306	0.5577078	0.2175538
