G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.6065015	0.4623093	0.7356544	0.0553799	0.0233253	0.5788902	0.5215674	0.7917630	0.1908441	0.3345415	0.1360990	0.1673327	0.3399524	0.1969828	0.2054778	0.5497933	0.3093574	0.5132999	0.4503860	0.1801781	0.1394961	0.5766716	0.4464053	0.5818739	0.8754208	0.2186730	0.6130145	0.0600844	0.0077018	0.3119699	0.4087513	0.7037899	0.2736076	0.1771852	0.1249127	0.7105804	0.0246595	0.6794354	0.2382748	0.6495702	0.0258944	0.6482394	0.0340509	0.0418522	0.7292882	0.2879437	0.2476848	0.7680966	0.6389588	0.1912777	0.6142333	0.5286607	0.6852419	0.6409981	0.2090867	0.0743271	0.0352325	0.0361351	0.7032525	0.0082246	0.1844532	0.3135302	0.4793323	0.2667172	0.7018034	0.0334755	0.0347385	0.3277797	0.0162389	0.8570196	0.3997097	0.2631576	0.0775393	0.4138689	0.0339592	0.7291187	0.5240420	0.3617644	0.3626751	0.5310446	0.5182143	0.6494586	0.0562297	0.4618047	0.5949437	0.0998652	0.7762391	0.0424622	0.6086320	0.7392816	0.5814571	0.0848576	0.4715787	0.1004610	0.6771517	0.5433214	0.7659794	0.0125211	0.7403201
0.3648094	0.0000000	0.6074008	0.3188713	0.0938581	0.6834667	0.5399637	0.4939508	0.7276441	0.1843313	0.3802407	0.2267558	0.2215707	0.2965117	0.1594095	0.2566364	0.5957144	0.2128323	0.5402825	0.4141052	0.2036180	0.2155536	0.4714980	0.5026192	0.7827751	0.7203545	0.2900325	0.6071204	0.0794541	0.0038569	0.2789051	0.5484059	0.6457632	0.2786910	0.2327231	0.1243428	0.7026805	0.0173809	0.6486747	0.2482489	0.8641407	0.0473207	0.6806281	0.0698962	0.0452756	0.8119828	0.3517834	0.2561548	0.4792736	0.6546292	0.2273510	0.7094169	0.5675020	0.6097671	0.7688666	0.3827374	0.0855866	0.0157116	0.0628003	0.8114332	0.0247330	0.1397863	0.3413687	0.4721353	0.2328517	0.6664003	0.0278896	0.0847208	0.2975913	0.0726752	0.8165389	0.4018778	0.2636482	0.0410194	0.3563013	0.0500474	0.7123401	0.6011696	0.4008529	0.3447886	0.5056285	0.2730422	0.6138458	0.0374094	0.7314712	0.7336105	0.0826861	0.7586133	0.0546973	0.6485655	0.8476137	0.7429493	0.0687075	0.5474222	0.1149919	0.4867178	0.6336505	0.6901931	0.0243774	0.6303572
0.3547744	0.2609491	0.0000000	0.5839509	0.1398519	0.6153572	0.6568570	0.6741944	0.7847590	0.2122299	0.3691841	0.1008027	0.1418481	0.2710754	0.2769839	0.2425705	0.7105757	0.2215302	0.4551504	0.5410791	0.1807953	0.0615974	0.6634126	0.5987297	0.6958916	0.7336543	0.3079053	0.5953880	0.0589986	0.0051072	0.2913521	0.3272896	0.7676718	0.2595180	0.2797546	0.0661098	0.7506767	0.0259629	0.6107731	0.2058788	0.7450386	0.0654677	0.4602971	0.0294633	0.0712912	0.7482572	0.3234969	0.2471504	0.5845681	0.6507954	0.1287554	0.6236424	0.5798805	0.6394543	0.8960914	0.4139813	0.0413607	0.0388319	0.0494571	0.5477919	0.0063176	0.1604053	0.2957038	0.6333856	0.2235192	0.6062621	0.0317548	0.0602038	0.3014642	0.0294925	0.7371232	0.3702854	0.1627580	0.0570896	0.3953102	0.0536011	0.5745664	0.4658545	0.3439851	0.3252013	0.4847892	0.2930843	0.6677106	0.0501792	0.6077154	0.7231509	0.2992255	0.8075269	0.0517026	0.7403336	0.8513461	0.6221647	0.1200380	0.6079233	0.0698244	0.5456019	0.6094825	0.6538487	0.0512664	0.5608049
0.3578829	0.1945394	0.6246739	0.0000000	0.1615676	0.6370457	0.5039408	0.4900003	0.7116099	0.3052067	0.3627444	0.1538067	0.1916418	0.3365055	0.2291386	0.3267646	0.5921129	0.3155841	0.4826381	0.5368244	0.2231895	0.1028850	0.5855136	0.4545340	0.6342177	0.6301461	0.3624781	0.4707481	0.0858032	0.0014216	0.1997641	0.3982935	0.7352685	0.2747363	0.2957461	0.0905677	0.6334215	0.0894491	0.6773011	0.2506246	0.7257452	0.0630602	0.5564415	0.0555975	0.0470673	0.6667450	0.4820829	0.2839611	0.3797567	0.5482120	0.1630205	0.7150535	0.4095042	0.6272907	0.6959823	0.4791675	0.0708559	0.0336275	0.0804471	0.7106441	0.0097865	0.1382242	0.2710880	0.4950546	0.2923129	0.5700489	0.0333207	0.0557908	0.2323469	0.0343921	0.7676211	0.3333923	0.2954954	0.0649557	0.3844452	0.0460716	0.7200849	0.4459926	0.3274316	0.2707359	0.3432189	0.0066863	0.6565504	0.0751937	0.7412051	0.7443858	0.3528420	0.7275328	0.1108194	0.6865041	0.7476478	0.8050779	0.0826638	0.4269753	0.1092242	0.6880544	0.5293396	0.6408879	0.0216811	0.5014803
0.3606472	0.2223970	0.6636950	0.4961314	0.0000000	0.8362622	0.5162958	0.5130096	0.8345675	0.2293408	0.3818887	0.1034806	0.1683906	0.2538076	0.1784006	0.1441477	0.5915275	0.2793996	0.6493173	0.4134894	0.1995713	0.1796856	0.6171826	0.4332360	0.5492812	0.8220574	0.3040655	0.5028029	0.0565841	0.0006244	0.2406724	0.3417602	0.7382861	0.2948132	0.1791215	0.0986440	0.6803936	0.0668088	0.7868138	0.3332910	0.6627797	0.0710405	0.6259964	0.0735784	0.0573606	0.7281152	0.3759067	0.2812690	0.7181170	0.5159868	0.1880606	0.6446516	0.4916640	0.4451263	0.7363832	0.3967097	0.0879552	0.0325814	0.0707064	0.6767003	0.0128449	0.0908525	0.3385885	0.5605818	0.2450818	0.5916706	0.0349572	0.0349671	0.3431437	0.0387294	0.7875194	0.4098095	0.2812604	0.0376078	0.3434495	0.0550565	0.7064574	0.6278758	0.2285466	0.3664492	0.4615847	0.2440764	0.8030714	0.0473532	0.6263904	0.7393259	0.1240435	0.7135603	0.1233319	0.7723156	0.7022312	0.7158355	0.0734673	0.5466546	0.0949710	0.5448127	0.5929388	0.7004167	0.0134705	0.6766384
0.3333947	0.2335096	0.6261246	0.4930400	0.1103689	0.0000000	0.6750457	0.5397919	0.8769891	0.1651190	0.3301498	0.0814081	0.1442155	0.3454787	0.1779003	0.2456922	0.4930913	0.2774486	0.6113152	0.5441372	0.2200759	0.1062208	0.5899420	0.6287921	0.5828193	0.7042680	0.2688468	0.5312825	0.0987885	0.0162776	0.1649264	0.3701271	0.7511669	0.3264925	0.1975044	0.0473006	0.8043926	0.0711595	0.7647649	0.2327476	0.6163845	0.0322864	0.6885572	0.0922558	0.0587815	0.7127190	0.3706318	0.2319094	0.7149055	0.5959922	0.1065713	0.7684407	0.4956109	0.5457992	0.6420792	0.3489431	0.0799158	0.0454863	0.0603785	0.6280807	0.0067366	0.1603223	0.2762632	0.5016226	0.2259874	0.6623994	0.0234106	0.0847009	0.2262911	0.0451892	0.7030963	0.3224117	0.1699373	0.0650755	0.3879077	0.0386996	0.6033404	0.5114405	0.3254373	0.3788827	0.3731218	0.2719586	0.7351938	0.0351572	0.6485220	0.6415146	0.3250098	0.7440109	0.0569549	0.6981521	0.6860816	0.6343953	0.0714809	0.4620701	0.0564833	0.5505462	0.5976031	0.7214943	0.0454055	0.5602068
0.3530680	0.2932637	0.6768389	0.5365506	0.1384510	0.6275374	0.0000000	0.3207016	0.7655020	0.2742250	0.4342938	0.1325826	0.2142209	0.2705760	0.1333786	0.2431775	0.6746422	0.1932876	0.5058237	0.3973796	0.1251314	0.2057309	0.5315037	0.4761304	0.6251416	0.7069594	0.3207806	0.5433068	0.0756852	0.0398649	0.1833985	0.3411337	0.6460687	0.2672820	0.2558316	0.2779561	0.7326676	0.0496776	0.6290570	0.2198240	0.6995107	0.0611862	0.6045917	0.0307191	0.0694868	0.7345871	0.3350709	0.2709751	0.6990137	0.7177165	0.2424393	0.5998590	0.5251880	0.4648950	0.6779818	0.4017861	0.0366917	0.0250437	0.0659092	0.7891757	0.0119152	0.1390379	0.2980924	0.5578585	0.2064851	0.6135303	0.0422342	0.0625731	0.2203271	0.0744767	0.7331269	0.3305458	0.2284173	0.0828324	0.5028273	0.0731687	0.5284278	0.5250813	0.3674703	0.3717983	0.5480086	0.2580379	0.7410848	0.0676643	0.6295349	0.6413627	0.0409438	0.6162753	0.1217058	0.7408879	0.5918266	0.7573015	0.0491824	0.5714694	0.1467600	0.5147263	0.5729843	0.7077231	0.0324746	0.7348098
0.0105348	0.5523087	0.3993243	0.7185866	0.0809789	0.0195855	0.6679310	0.0000000	0.7272051	0.1732934	0.3730843	0.1576890	0.2141957	0.4517097	0.1499507	0.3304617	0.6447890	0.3591098	0.4789324	0.6789033	0.1639121	0.2042091	0.6932614	0.7178397	0.8161907	0.6011710	0.3689495	0.5121192	0.0844166	0.0030738	0.2243011	0.4481153	0.6058904	0.3250723	0.2406244	0.2198694	0.6862280	0.0333949	0.7151094	0.2740357	0.6766716	0.0764791	0.6884083	0.0713738	0.0500321	0.7718823	0.4029832	0.2941171	0.6910178	0.6759081	0.1409967	0.5965065	0.4356152	0.5009270	0.6370543	0.6200968	0.1205730	0.0208925	0.0520834	0.7342377	0.0361384	0.1324825	0.3146259	0.4911488	0.1797433	0.6208289	0.0286307	0.0852740	0.2031363	0.0235989	0.7143278	0.3045056	0.2819390	0.0188322	0.3674505	0.0438887	0.3398771	0.3752634	0.2327384	0.7981314	0.6689246	0.3464687	0.6934405	0.0792626	0.4570387	0.5989363	0.0044901	0.7347905	0.0446990	0.6753456	0.6508491	0.7408374	0.0945712	0.5232629	0.0995658	0.5577335	0.4958661	0.8514126	0.0234906	0.6954947
0.3383809	0.3169724	0.6587463	0.4542482	0.0784441	0.7073124	0.5540308	0.5758973	0.0000000	0.7074980	0.6625521	0.3833241	0.1768605	0.3287322	0.1279240	0.1518816	0.5599898	0.1403776	0.4626345	0.5953672	0.2158296	0.1706828	0.4757393	0.4887735	0.5782516	0.6709123	0.4168549	0.6687157	0.0505926	0.0137223	0.2638715	0.4350357	0.7309729	0.4077409	0.2683486	0.1621415	0.6035646	0.0113429	0.8350483	0.2373814	0.7467551	0.0527950	0.5939171	0.0535148	0.0711760	0.7301159	0.3433041	0.3059131	0.5367470	0.6316619	0.2711264	0.6307843	0.3667072	0.5641272	0.8201449	0.4914186	0.0935155	0.0258196	0.0336893	0.6596516	0.0097847	0.0830837	0.3075599	0.5405033	0.2947461	0.6015513	0.0339313	0.0781774	0.3432577	0.0426376	0.5811807	0.3590524	0.2394515	0.0348163	0.3707192	0.0402412	0.7221705	0.4528643	0.3186008	0.3738917	0.5822597	0.3141790	0.6739753	0.0347637	0.5227844	0.7104850	0.0415280	0.6876624	0.0526511	0.6947627	0.7233251	0.7152289	0.0808473	0.5342666	0.1047986	0.5450314	0.5366271	0.7658370	0.0342647	0.6468723
0.3165263	0.2813631	0.7651716	0.4417995	0.1144343	0.6675376	0.5228434	0.6204151	0.6699005	0.0000000	0.3918057	0.1327759	0.1877313	0.2321827	0.2412163	0.2228672	0.7100338	0.2939048	0.4372689	0.4839539	0.2227065	0.1278100	0.5679204	0.5873608	0.5525975	0.6251970	0.2947863	0.5305343	0.1065542	0.0037364	0.1776826	0.4006814	0.6077596	0.3389215	0.1410035	0.0580536	0.7744385	0.0757244	0.7278837	0.3007735	0.7548130	0.0619232	0.6354038	0.0584729	0.0542551	0.9521218	0.4167284	0.2308982	0.5443447	0.6687068	0.0557290	0.6629945	0.4550416	0.4028907	0.6370306	0.4687191	0.0838019	0.0473142	0.0815926	0.6111013	0.0062812	0.1535099	0.4004638	0.3918985	0.2248532	0.5110295	0.0671692	0.0521860	0.2729292	0.0312803	0.7151279	0.2642650	0.2161364	0.0657999	0.4886923	0.0708606	0.6697227	0.4746587	0.3706578	0.3522478	0.4419995	0.3554296	0.6588265	0.0567219	0.7241375	0.6377617	0.4933049	0.5982938	0.1855447	0.8256090	0.7056550	0.6934736	0.0643102	0.5626355	0.1424398	0.6243872	0.5765626	0.6549499	0.0496134	0.5449013
