G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.7022541	0.5993354	0.0908002	0.6587346	0.3548219	0.1781693	0.4959050	0.6261432	0.7545573	0.6849448	0.8218464	0.2568629	0.2540885	0.4707023	0.2842256	0.8623558	0.4505022	0.0053951	0.0032938	0.3964078	0.2956141	0.6989982	0.4067407	0.0181409	0.0511858	0.1280661	0.7167761	0.4691125	0.7616302	0.4004677	0.7128909	0.1432350	0.6883594	0.5818716	0.3043062	0.3291900	0.6405519	0.5971926	0.3000174	0.3781171	0.4096315	0.2105492	0.6487370	0.7173462	0.0130103	0.1858822	0.5112117	0.4462699	0.1762814	0.3606802	0.6893626	0.3537973	0.7060397	0.6262883	0.0686915	0.5279732	0.4331575	0.7530060	0.4790378	0.5812199	0.6204619	0.3605718	0.1547875	0.3049524	0.5486341	0.4616236	0.2317980	0.6281755	0.2252364	0.1638697	0.2482844	0.2104358	0.3679155	0.3438572	0.2074682	0.0010767	0.4840995	0.3536939	0.1784822	0.2709665	0.2287958	0.5265183	0.1104391	0.3566458	0.6372774	0.3127725	0.4726721	0.4042853	0.6185375	0.3478748	0.4354180	0.5203265	0.7356301	0.5983706	0.6504884	0.2733319	0.6261155	0.4783363	0.6125642
0.6599329	0.0000000	0.5559628	0.4381457	0.3120368	0.4932680	0.4476211	0.0848814	0.4848563	0.1998497	0.5328508	0.6089722	0.5127821	0.4397866	0.7318071	0.1455443	0.3677954	0.3849657	0.1745697	0.6482029	0.2640303	0.0268558	0.7169234	0.3488623	0.0064508	0.0159469	0.1433273	0.8518483	0.4683908	0.6609778	0.5349839	0.4988195	0.0821827	0.6003279	0.4909098	0.3690816	0.3959185	0.4524255	0.5058453	0.3773709	0.0245404	0.2459600	0.2729342	0.8490614	0.7194763	0.0069182	0.1141678	0.4447309	0.3927128	0.4968633	0.2490317	0.6525946	0.0585376	0.5712771	0.7036745	0.0880100	0.4156801	0.5469867	0.7022509	0.6596401	0.6167508	0.6393952	0.3173616	0.1511443	0.2439771	0.4546388	0.2769617	0.2169836	0.6599330	0.1499806	0.1477110	0.1898702	0.1210561	0.4270588	0.3964160	0.1944807	0.0033383	0.5376538	0.4618928	0.1905926	0.2994651	0.2625205	0.5741779	0.1390375	0.3098564	0.6223356	0.3164939	0.4567584	0.4107754	0.6057555	0.3888520	0.3368830	0.5555698	0.6844323	0.7488504	0.5923047	0.2574721	0.7173961	0.6752191	0.6114005
0.6974872	0.0664347	0.0000000	0.3888891	0.1806744	0.5636356	0.4572599	0.0435297	0.5656688	0.2243462	0.5381842	0.7270521	0.5009728	0.3268172	0.7300647	0.1757649	0.3615659	0.4569310	0.2582554	0.6462621	0.1959757	0.0233957	0.6690799	0.3975777	0.0405235	0.0562977	0.1560497	0.6990532	0.5948237	0.7085351	0.4044327	0.7577778	0.1161909	0.6785254	0.4181681	0.4400918	0.4283884	0.5432861	0.4305831	0.2987235	0.0298402	0.1998506	0.3129141	0.8084172	0.6651067	0.0226813	0.1779242	0.5134303	0.4262286	0.5347403	0.1463478	0.7128285	0.0729815	0.4325943	0.5593679	0.1599284	0.3644934	0.5122920	0.6325547	0.5518863	0.7056141	0.7613001	0.4019726	0.2343604	0.2056872	0.5084964	0.2122591	0.1725445	0.6302012	0.1812388	0.1372495	0.1193543	0.1257020	0.3168697	0.3410333	0.1017169	0.0014657	0.5228977	0.6360893	0.1026396	0.3331773	0.2674086	0.4194440	0.1237730	0.3560529	0.5785236	0.1799548	0.6025454	0.4185973	0.7644125	0.4034022	0.3729259	0.4196244	0.7245589	0.7100177	0.6541381	0.2281795	0.5887448	0.7239551	0.6160190
0.6377786	0.0869914	0.4550995	0.0000000	0.2608441	0.4876401	0.4254659	0.0806948	0.5949956	0.2890458	0.6103680	0.6065698	0.5077514	0.2960771	0.5846213	0.2281877	0.3871247	0.3785955	0.2318785	0.7949792	0.2437007	0.0311227	0.6942994	0.3014049	0.0184614	0.0363687	0.2105497	0.6212593	0.4471982	0.6951312	0.4960846	0.6622937	0.1102742	0.6197346	0.5677146	0.3903665	0.3727321	0.4588784	0.4617158	0.2677551	0.0080404	0.2504343	0.2325786	0.7788400	0.7963888	0.0081145	0.0964167	0.4441407	0.3908452	0.5193383	0.2084796	0.6590633	0.1007075	0.3872220	0.7119772	0.1266915	0.4517557	0.4382812	0.6245990	0.4800136	0.5138287	0.6505998	0.4243361	0.1983499	0.1878817	0.5438397	0.2359153	0.2305749	0.6424894	0.2380009	0.1812588	0.1524088	0.1411300	0.3608120	0.3599810	0.1168687	0.0051362	0.5071388	0.5987266	0.1732612	0.3723260	0.3093722	0.5528333	0.2242364	0.3585190	0.6369839	0.2357505	0.5150710	0.5406872	0.5693414	0.4152605	0.3756922	0.4822713	0.7515915	0.7238583	0.7042125	0.2507931	0.7362763	0.5668659	0.7434096
0.0025372	0.6121793	0.5909761	0.0575749	0.0000000	0.5840414	0.1380834	0.4789761	0.6280904	0.7354421	0.6969233	0.6194933	0.6363795	0.6677323	0.7270954	0.3099158	0.3984776	0.3917628	0.3336290	0.0098814	0.1034094	0.0287779	0.6861323	0.3947839	0.0518978	0.0294433	0.1382868	0.6878404	0.4284860	0.7474730	0.4397778	0.6822939	0.1208783	0.6354832	0.0341362	0.3522396	0.3451579	0.4100648	0.3412151	0.2718903	0.0046849	0.1663843	0.4266406	0.0558689	0.6377518	0.0320414	0.0754185	0.5721411	0.7106591	0.7291122	0.1313972	0.6114881	0.0032250	0.3062686	0.2700224	0.6785912	0.3044532	0.1530062	0.3593139	0.6220871	0.4873391	0.7291428	0.3609913	0.2227464	0.2311838	0.5100475	0.3280899	0.2549109	0.7015092	0.1903406	0.2114163	0.3030475	0.1971532	0.3834632	0.3483047	0.1760946	0.0059532	0.5330382	0.5504946	0.2301845	0.2346631	0.2463162	0.4917035	0.1814761	0.3222308	0.6616462	0.1665724	0.6678967	0.4575842	0.6165240	0.4304826	0.4661856	0.4931390	0.6812423	0.5785400	0.7591134	0.2754771	0.6812614	0.7230454	0.6061908
0.7175954	0.0840021	0.4950699	0.5025856	0.3101910	0.0000000	0.5137836	0.0513166	0.6934746	0.2536119	0.5661014	0.6213038	0.5859591	0.4934561	0.6520302	0.2376995	0.4492507	0.3785989	0.1591579	0.7233974	0.3408056	0.0292614	0.5851869	0.3136697	0.0119276	0.0392941	0.1496239	0.6475477	0.5174976	0.7918297	0.4970724	0.6821585	0.0861678	0.6145177	0.5851743	0.2405623	0.4290632	0.4939473	0.5177788	0.4548864	0.0198267	0.2639865	0.3212211	0.8206511	0.6658636	0.0080444	0.0843555	0.4878666	0.3632286	0.5424619	0.2527325	0.6167291	0.1120213	0.5269167	0.5149402	0.1045268	0.4214299	0.7042718	0.5377433	0.4693338	0.4716145	0.7457154	0.3889506	0.2340932	0.2230649	0.4976180	0.3441855	0.2607819	0.6666836	0.1034879	0.1305158	0.1433414	0.1394286	0.3109681	0.3264520	0.1339744	0.0028406	0.4547239	0.4296533	0.1994094	0.3813160	0.2283163	0.4759756	0.1847622	0.3618089	0.6847273	0.2964501	0.4987448	0.4361919	0.6469438	0.4648207	0.3471682	0.4906943	0.7055452	0.6734693	0.5614863	0.3227921	0.6875439	0.6379273	0.5758758
0.6416156	0.0649421	0.4455688	0.4727207	0.3026824	0.5007955	0.0000000	0.0611579	0.6103808	0.2788444	0.5875539	0.5381438	0.5872046	0.3689651	0.5399098	0.2174403	0.3767189	0.4809412	0.1930813	0.6524371	0.2816385	0.0426766	0.5765215	0.3586138	0.0194454	0.0422629	0.1095733	0.6107587	0.3202364	0.6610144	0.4945939	0.7981109	0.1404089	0.6490517	0.5757110	0.3292915	0.2952288	0.5406036	0.5058080	0.3844035	0.0271514	0.2476421	0.2986336	0.7717207	0.8534958	0.0043665	0.1815693	0.4669558	0.3929492	0.4957923	0.3120058	0.6040313	0.0916482	0.4919939	0.6410234	0.1168347	0.5163058	0.6026242	0.6854015	0.5805513	0.6126593	0.5520306	0.3608607	0.1766987	0.2374020	0.4331531	0.3666074	0.2617106	0.5763363	0.2332594	0.1551770	0.2921530	0.3451999	0.5261111	0.3243262	0.1508536	0.0015088	0.4268567	0.5531555	0.2782301	0.3269370	0.2508693	0.4995595	0.1129239	0.3420580	0.5882466	0.1897273	0.5828841	0.3709439	0.4823023	0.3769205	0.3955900	0.5790584	0.6854146	0.6952182	0.6206871	0.2947590	0.6262573	0.6241357	0.6860114
0.7544974	0.0497737	0.4672982	0.5316959	0.3230779	0.4825018	0.3674880	0.0000000	0.5806798	0.1534912	0.4947269	0.6427880	0.5696885	0.3223429	0.5951958	0.1623827	0.3920273	0.4158473	0.2353278	0.6835771	0.4482936	0.0494905	0.6000840	0.4308293	0.0069354	0.0382515	0.1540792	0.6994928	0.5261708	0.7688830	0.4733200	0.6397866	0.1300308	0.6140147	0.6272344	0.3798136	0.4343057	0.4413971	0.4628138	0.3177984	0.0266829	0.2419570	0.1930183	0.6130490	0.7030343	0.0025585	0.1585106	0.4959030	0.4047900	0.5964841	0.2568010	0.6253848	0.0583174	0.5417696	0.6025847	0.1225451	0.3343714	0.5479346	0.6025453	0.5627120	0.5000429	0.6543268	0.4445892	0.2882749	0.2265854	0.4626024	0.3203896	0.2135437	0.6758021	0.1738868	0.1928809	0.1761392	0.1511925	0.3599957	0.3900918	0.1331820	0.0082502	0.4555047	0.5670817	0.1692246	0.2998497	0.2579670	0.4642234	0.1712588	0.3614608	0.5880282	0.2502021	0.5477303	0.4565603	0.5035678	0.4247194	0.2425060	0.4272250	0.6646507	0.6082740	0.6605479	0.2463076	0.7082263	0.5963811	0.6588054
0.6899877	0.0812258	0.5245031	0.6191005	0.2287822	0.4658823	0.4024292	0.0493824	0.0000000	0.2370957	0.5762492	0.6081204	0.5493511	0.3718653	0.5425123	0.1759627	0.3868299	0.3830977	0.1468148	0.7228111	0.2836068	0.0263609	0.7159958	0.4141960	0.0361040	0.0591081	0.1585499	0.7147484	0.4611089	0.6785146	0.3500888	0.6902127	0.1475526	0.6506472	0.4973937	0.3794019	0.5510569	0.5042637	0.4811853	0.3717980	0.0281616	0.2197948	0.1924393	0.6432806	0.7221378	0.0250310	0.1290856	0.4523952	0.4733466	0.5025449	0.2650356	0.6667656	0.1025857	0.5080568	0.6914008	0.0671956	0.4371176	0.5121498	0.7184190	0.5690644	0.6994202	0.6413389	0.3525903	0.2613234	0.2096345	0.4604546	0.3089347	0.2217211	0.7080063	0.2045780	0.1509088	0.1757892	0.1641459	0.3897244	0.4193179	0.1528083	0.0006388	0.4779643	0.5848835	0.1820440	0.3145126	0.2008053	0.4273058	0.0969459	0.3933780	0.6440841	0.2974187	0.6085327	0.4192426	0.5967521	0.3530124	0.3568741	0.5253463	0.6358274	0.6777335	0.7299550	0.3150192	0.6059870	0.6545283	0.6407577
0.7236737	0.0766337	0.4786633	0.2921547	0.1702884	0.4832410	0.4698213	0.0596191	0.6325956	0.0000000	0.6369304	0.5378629	0.5279143	0.3259062	0.6507583	0.1796032	0.3146634	0.4150496	0.2787130	0.7877748	0.1571401	0.0374560	0.5918130	0.4237857	0.0216698	0.0215442	0.1328877	0.7492508	0.5354849	0.6149527	0.4758113	0.5839984	0.1378992	0.6597453	0.4469474	0.2691999	0.5114077	0.4841777	0.4330039	0.4318067	0.0132183	0.2517442	0.2622738	0.7061181	0.6742028	0.0128778	0.1627308	0.4567126	0.5941104	0.5381789	0.1803213	0.6526680	0.0599321	0.4189506	0.7120962	0.1618732	0.3425731	0.4987718	0.6681316	0.4692219	0.6079777	0.6202826	0.4003928	0.2234434	0.2899305	0.4881823	0.2947877	0.2866364	0.6555230	0.2210505	0.2101114	0.1536541	0.0795809	0.2983514	0.3729027	0.0879636	0.0008100	0.4906948	0.5389740	0.1484743	0.4526750	0.2132983	0.4556676	0.1572826	0.2769876	0.6416552	0.2233396	0.3913284	0.3253082	0.6153039	0.3694161	0.4013652	0.5898803	0.6537081	0.6839164	0.6862602	0.2420327	0.7469900	0.7777249	0.7857879
