G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.3983166	0.0004171	0.3018042	0.3141516	0.7176695	0.0161314	0.2691487	0.5199011	0.2129397	0.4140104	0.6861765	0.3378132	0.0798626	0.6422696	0.8888817	0.1178650	0.7000797	0.4518834	0.5779738	0.0589907	0.3024514	0.1454689	0.3903519	0.3755830	0.1470150	0.3242884	0.2720404	0.6605874	0.5101833	0.3231142	0.5423702	0.5575532	0.6820289	0.6559309	0.2480451	0.5006500	0.6558783	0.3682747	0.4316352	0.2911927	0.5512460	0.5068688	0.6398927	0.5008061	0.0872690	0.3167531	0.0584631	0.7103834	0.3863292	0.8637338	0.2550842	0.1056029	0.3281409	0.2849954	0.2562064	0.4002590	0.0147441	0.2779756	0.1262194	0.3818847	0.4863763	0.5637035	0.4976660	0.1711949	0.8092239	0.4299903	0.4741394	0.3778917	0.3084906	0.3200178	0.2099402	0.5364558	0.1495820	0.1839617	0.5003493	0.0432125	0.3278475	0.1599129	0.6780964	0.1652824	0.3117547	0.0172206	0.0131254	0.6877506	0.7723166	0.2361617	0.2886854	0.4594116	0.0927733	0.8335712	0.5140218	0.5341382	0.7421665	0.4112433	0.7822981	0.6902764	0.1019812	0.5956011	0.7274534
0.4818956	0.0000000	0.0853125	0.0123561	0.2314755	0.6417821	0.2733224	0.0518912	0.4110533	0.1429334	0.4417312	0.6543616	0.2947717	0.1617331	0.5325784	0.6530109	0.0883870	0.5977074	0.3823289	0.7034982	0.0790653	0.2969153	0.1310828	0.4954723	0.3112461	0.1712250	0.3525001	0.3890859	0.3574447	0.4548361	0.3238961	0.7417824	0.3500719	0.5332270	0.5815797	0.3017902	0.5655600	0.7113626	0.4281519	0.3318509	0.1868171	0.5935836	0.4535130	0.5593042	0.4362932	0.1319023	0.3348539	0.0615873	0.5335224	0.3668030	0.7035747	0.2773571	0.1290268	0.4080981	0.2831809	0.4073737	0.3763270	0.0015574	0.1790996	0.0830989	0.3511208	0.5872082	0.6175284	0.3656552	0.1679135	0.6327075	0.4120218	0.4249396	0.3609750	0.3259626	0.2988948	0.2612626	0.4969013	0.0663276	0.2523196	0.5769990	0.0518413	0.3510838	0.2265602	0.7899371	0.1982561	0.3026226	0.0172593	0.2092640	0.7305239	0.7364468	0.2887081	0.1941741	0.4311147	0.0889151	0.6938825	0.7910768	0.8401600	0.7387317	0.2960674	0.6499020	0.6737140	0.1103453	0.7068752	0.7064453
0.6918431	0.0921862	0.0000000	0.0001304	0.1930208	0.6485594	0.2976736	0.0048991	0.3947784	0.2174656	0.4316398	0.5847696	0.3653591	0.1143924	0.5792435	0.6068392	0.1198957	0.6436596	0.5322841	0.6874070	0.0373187	0.3918531	0.2083961	0.3388186	0.2497547	0.1877564	0.3218218	0.2283948	0.7320109	0.4294345	0.3109131	0.6580781	0.6067130	0.7049070	0.6891189	0.3053343	0.5363041	0.7085245	0.3424550	0.4534112	0.1831254	0.5607022	0.4545757	0.7058768	0.6769934	0.1534717	0.4345616	0.0284045	0.7490954	0.2792293	0.8340167	0.3280997	0.1751833	0.3368170	0.3110819	0.2926212	0.4005623	0.0200797	0.2140474	0.0958476	0.3983576	0.5444531	0.6689626	0.5266753	0.2289286	0.6391906	0.3570591	0.5828031	0.3718530	0.2537047	0.3153933	0.2968196	0.5035393	0.0391915	0.2169420	0.6248619	0.0793310	0.3302622	0.3137794	0.6535265	0.2026482	0.3252498	0.0341123	0.0150747	0.7293970	0.7411288	0.2002194	0.3297396	0.3520850	0.0938530	0.6671765	0.6311297	0.7021368	0.7654818	0.2392900	0.8154018	0.7193284	0.0844736	0.6575400	0.6838296
0.4449689	0.0946622	0.0627050	0.0000000	0.2122248	0.5075948	0.2462839	0.0731890	0.3977591	0.1782450	0.5095554	0.7806332	0.3278556	0.1357226	0.5761062	0.7115242	0.0866156	0.7017560	0.4687706	0.6928368	0.0425802	0.4459552	0.1657432	0.3680871	0.3217154	0.1278344	0.3613768	0.2850283	0.4230896	0.4416204	0.3123073	0.7327436	0.5454673	0.6732694	0.8224752	0.1706258	0.4418864	0.7568170	0.3650569	0.5720845	0.1699291	0.5674593	0.4427114	0.5901338	0.5432205	0.1488877	0.3024071	0.0374401	0.7128334	0.3573980	0.7149474	0.3454509	0.1123763	0.3222533	0.2322361	0.3242681	0.2838774	0.0037702	0.2023255	0.1104637	0.2538405	0.5606936	0.5973999	0.5731428	0.2382702	0.7117600	0.3796828	0.4146520	0.4743778	0.2976068	0.2885953	0.2568410	0.5715744	0.0444750	0.2210016	0.6359719	0.1059801	0.3985777	0.2768661	0.5944869	0.1354877	0.4363830	0.0172469	0.2305784	0.8388968	0.7235402	0.3241271	0.3254121	0.3692634	0.0554902	0.6401335	0.6114763	0.6511233	0.6784195	0.3069990	0.7765566	0.7258613	0.1086119	0.6462215	0.8067109
0.5885930	0.0891895	0.0752980	0.0047563	0.0000000	0.5454714	0.3513577	0.0245200	0.3757324	0.2553463	0.4302099	0.6787305	0.3385608	0.1518908	0.6915477	0.7229378	0.1152645	0.5828670	0.3864443	0.7469698	0.0754049	0.4197352	0.2279233	0.3881036	0.3022327	0.1685128	0.2829127	0.2630673	0.3883467	0.5059572	0.2536442	0.7573361	0.5211668	0.7351383	0.6958136	0.2537842	0.5810737	0.6056240	0.3325046	0.5168591	0.2373794	0.5206686	0.5630500	0.6408923	0.5042385	0.0984263	0.2521086	0.0518753	0.6675595	0.2619459	0.7120155	0.3599782	0.0854813	0.2384071	0.3420783	0.3067584	0.4221630	0.0037733	0.1478395	0.0719871	0.3728118	0.5662969	0.6334615	0.4925793	0.2366370	0.6840943	0.3764176	0.5075420	0.4606358	0.2815076	0.2653214	0.2808704	0.4448940	0.1150907	0.2276005	0.5998756	0.1535450	0.2920399	0.2738559	0.6823190	0.2381472	0.3310252	0.0052736	0.1283742	0.6059011	0.5484814	0.2799754	0.2784867	0.4345808	0.0410425	0.7389534	0.8116514	0.5985283	0.6143032	0.3218752	0.7141704	0.6634626	0.0983758	0.6041323	0.7511096
0.3106524	0.1200765	0.0329455	0.0214838	0.2915348	0.0000000	0.3838104	0.0264755	0.3955186	0.2154643	0.4532480	0.6465026	0.3272361	0.1479349	0.5031727	0.7622467	0.1039333	0.5702048	0.4343804	0.6280207	0.0866342	0.4136699	0.1751706	0.3354084	0.2765014	0.1696538	0.4041438	0.2789233	0.2889494	0.5193583	0.2890534	0.6172399	0.5486855	0.7448713	0.6287816	0.2505707	0.4934978	0.6646041	0.2983103	0.4500128	0.2425321	0.5643377	0.5858122	0.5468368	0.5160646	0.1392016	0.3807401	0.0451391	0.7170362	0.3584807	0.7364076	0.2562988	0.0767596	0.3571790	0.3223075	0.2286060	0.1866732	0.0216767	0.2140810	0.1372207	0.4139299	0.5369869	0.5677253	0.5524269	0.1165311	0.7113688	0.3795874	0.4062781	0.2575618	0.2053254	0.2038734	0.2437463	0.4962892	0.0613960	0.1507662	0.7234053	0.1304226	0.3422786	0.3283794	0.7054119	0.1454745	0.3762185	0.0047258	0.2887110	0.7216256	0.7758373	0.3241799	0.2223581	0.3009969	0.0624282	0.7854859	0.6590556	0.5184892	0.6007179	0.3518371	0.7067746	0.7412857	0.1285776	0.7385797	0.7815791
0.4871451	0.1468686	0.0347635	0.0250395	0.2122555	0.5505516	0.0000000	0.0481053	0.4110361	0.2582690	0.5282585	0.7060469	0.3184943	0.0808130	0.5191961	0.6365067	0.0819277	0.5803607	0.3503222	0.7372857	0.0509410	0.4158778	0.2498965	0.3303287	0.1871248	0.1664255	0.2707975	0.3298572	0.3598202	0.5075219	0.2538052	0.6769986	0.5071739	0.6284608	0.6632516	0.3011929	0.4576548	0.7018924	0.3826190	0.4607561	0.2707565	0.5045091	0.4393672	0.6035000	0.5132388	0.1246167	0.3184916	0.0560999	0.7191437	0.3207473	0.6693984	0.3349149	0.1383725	0.3686896	0.3631612	0.2635535	0.3268038	0.0393672	0.1901222	0.1301056	0.4352501	0.5624684	0.5418516	0.5982202	0.1920286	0.7621378	0.4114741	0.5943213	0.3554668	0.3049609	0.2583276	0.2209799	0.5548354	0.0513456	0.1909657	0.4436246	0.1241704	0.3291632	0.2685081	0.7741945	0.1610068	0.3106275	0.0107609	0.1699922	0.6706263	0.6902746	0.3394649	0.2228958	0.4871231	0.0946235	0.7114206	0.6808730	0.5587570	0.5756432	0.3554665	0.6417914	0.7049961	0.1054817	0.6261790	0.6767357
0.5455938	0.1269854	0.1189495	0.0016506	0.2296659	0.5335918	0.2374764	0.0000000	0.4316148	0.2087640	0.5126395	0.5611040	0.2761690	0.1653945	0.5747670	0.7140165	0.1631676	0.7208516	0.3761351	0.7155678	0.0726373	0.3597522	0.2161646	0.3825808	0.2883703	0.1041566	0.2706608	0.2846195	0.4266887	0.5443187	0.3073899	0.7532056	0.4545322	0.5108026	0.5835941	0.2403578	0.5076523	0.6045575	0.3680828	0.4131362	0.2517398	0.5070151	0.4175826	0.6302102	0.5818107	0.0909410	0.4485216	0.0281513	0.7277939	0.3352339	0.6576358	0.2920629	0.1172674	0.3914270	0.2838384	0.2549796	0.2350143	0.0077465	0.2264955	0.0633717	0.2813524	0.5788000	0.7126533	0.4938339	0.2218262	0.6451963	0.3997865	0.4522883	0.2915542	0.3362110	0.3532323	0.2313909	0.6604222	0.0689657	0.1823600	0.5615215	0.0833510	0.3627730	0.3750525	0.6108169	0.2310537	0.3195915	0.0080938	0.1076245	0.6288019	0.8381864	0.2636353	0.2576620	0.4174821	0.0723037	0.6673537	0.6904522	0.5457977	0.6612807	0.3393865	0.7578482	0.7623161	0.1411323	0.8600208	0.6420122
0.3883480	0.1387705	0.0754986	0.0142496	0.2802882	0.5812792	0.2871127	0.0312812	0.0000000	0.2676756	0.3813101	0.7167704	0.2273082	0.1139886	0.4539459	0.6550872	0.0804126	0.7041216	0.3563811	0.7572475	0.0238815	0.2593110	0.1651833	0.4974419	0.2766092	0.1524369	0.2339590	0.2430392	0.3926078	0.4341623	0.2004764	0.7470047	0.4572538	0.7159081	0.7476387	0.3290789	0.4774126	0.6778634	0.3790418	0.4958176	0.3375498	0.5203601	0.4805024	0.6112199	0.4575628	0.1833506	0.3532074	0.0533578	0.6634887	0.2753011	0.7176297	0.2620010	0.0687285	0.4137117	0.2310981	0.2400627	0.2081840	0.0126630	0.2584070	0.1058489	0.2632442	0.4338780	0.6367398	0.5886071	0.2203784	0.5418321	0.4560272	0.4891863	0.3967368	0.3790937	0.3202001	0.1543785	0.5861688	0.0443895	0.2074941	0.6266124	0.0791737	0.3865543	0.2654573	0.6953254	0.1918251	0.3084266	0.0075426	0.1937249	0.7502772	0.7628219	0.2684898	0.2827415	0.4843783	0.0905565	0.6785077	0.6581163	0.5989298	0.5920647	0.2745867	0.6528848	0.7613756	0.1206792	0.6755942	0.7647162
0.0629928	0.3944258	0.3564621	0.6521962	0.5240167	0.6307533	0.2766683	0.3193295	0.3980418	0.0000000	0.5032326	0.6374599	0.2104063	0.1422083	0.3531389	0.6972048	0.0981543	0.5675583	0.3108851	0.8359314	0.0638023	0.3223611	0.2845739	0.4475143	0.2689326	0.1640975	0.3324090	0.2946078	0.2407449	0.4397702	0.2368208	0.6276431	0.4089734	0.5756150	0.7074747	0.2150396	0.4929006	0.7056045	0.3737023	0.4302567	0.1968914	0.5192719	0.4571950	0.5317927	0.5667041	0.1465314	0.3831945	0.0455012	0.6405969	0.2906935	0.6759832	0.3091245	0.1312890	0.3477605	0.2874002	0.2476162	0.3186990	0.0110963	0.3346863	0.0831324	0.2979233	0.5933565	0.6183527	0.5302564	0.1684517	0.6265787	0.4672729	0.4757789	0.3822621	0.2633948	0.2235347	0.3148790	0.5488579	0.0588597	0.2318965	0.5488134	0.0526987	0.2688852	0.2600818	0.6969095	0.2199783	0.4398516	0.4815953	0.6006817	0.6075611	0.7067284	0.2847138	0.2410955	0.3929902	0.0811065	0.6754927	0.7248742	0.5572535	0.6721689	0.2302276	0.7003329	0.7496999	0.1163684	0.6395789	0.7945770
