G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.6984830	0.6082755	0.0673384	0.7221377	0.4842535	0.2110016	0.5752121	0.7579943	0.7542873	0.7414585	0.5955868	0.3728445	0.3717297	0.5901222	0.3298087	0.7653239	0.4163543	0.0020335	0.0022373	0.4688338	0.2843834	0.6671361	0.3640491	0.0153774	0.0275348	0.1204043	0.6533336	0.4949801	0.6534937	0.4549856	0.7415197	0.0966384	0.7586877	0.6013127	0.3093265	0.3511411	0.5382546	0.6460836	0.3889927	0.2309297	0.4141703	0.1495733	0.7299275	0.6941467	0.0017771	0.1304629	0.5343347	0.4856828	0.2401247	0.3736020	0.6470487	0.2636063	0.6285224	0.7600918	0.0747244	0.5500002	0.5582530	0.6853554	0.5646910	0.5788872	0.5901764	0.3975178	0.2887276	0.3047655	0.5196487	0.2678290	0.2674372	0.6816571	0.2200785	0.1892280	0.2325186	0.3080754	0.3598064	0.3644904	0.1814951	0.0108863	0.4934921	0.5388314	0.2029667	0.3702874	0.2093441	0.5285301	0.1296981	0.3212506	0.6352653	0.2642415	0.4534396	0.4126575	0.6131116	0.4308841	0.3972585	0.4685529	0.7326765	0.7583646	0.5760144	0.2100486	0.7728485	0.7947413	0.5966572
0.6538811	0.0000000	0.4358330	0.4625132	0.3633352	0.5679993	0.4362880	0.0898195	0.6034737	0.2107152	0.6226736	0.6633293	0.4455748	0.4370266	0.6705299	0.2061410	0.4704754	0.4061032	0.2156565	0.5874006	0.2607817	0.0283572	0.5537425	0.2887548	0.0139496	0.0340293	0.1443427	0.7618316	0.5139559	0.7094707	0.5189995	0.7560561	0.0683234	0.7591164	0.6825723	0.2443997	0.5232562	0.6399944	0.4485134	0.4234646	0.0328965	0.2578330	0.2601325	0.8324878	0.6803026	0.0082307	0.1619284	0.5097407	0.3507051	0.5217356	0.2119592	0.6307639	0.0771878	0.5566269	0.6055633	0.1184588	0.3972978	0.5218129	0.6655868	0.5114526	0.5746721	0.5765116	0.3735306	0.2575200	0.2602392	0.5204952	0.2954368	0.2377886	0.7297160	0.2637532	0.1639705	0.1452599	0.1641606	0.4757940	0.3640432	0.1327945	0.0034570	0.5475470	0.6395604	0.2700119	0.2956457	0.1990070	0.5081283	0.1016601	0.3566063	0.6848350	0.2319046	0.6048270	0.4363756	0.5905791	0.3969340	0.4186113	0.4455678	0.5310906	0.6492470	0.6460732	0.2748736	0.6717176	0.6472344	0.7561483
0.6422014	0.0726350	0.0000000	0.4860801	0.3115189	0.4338561	0.4695457	0.0752213	0.5452160	0.2326969	0.5836739	0.6066937	0.5894341	0.3469582	0.6108990	0.1595615	0.3822455	0.5046714	0.2396268	0.8065624	0.2618290	0.0350877	0.7257789	0.4379128	0.0281802	0.0056802	0.0829555	0.7265919	0.4573093	0.7513070	0.4916970	0.7027939	0.0899204	0.7295796	0.5100629	0.3460610	0.3612025	0.5197663	0.5342073	0.2770931	0.0176028	0.1611724	0.3496936	0.7227916	0.6433890	0.0136323	0.1136715	0.4076375	0.5097333	0.7165762	0.2415953	0.7153727	0.1228843	0.4192556	0.6050344	0.0761306	0.4134248	0.5664421	0.7390119	0.6254967	0.6212789	0.7055713	0.4330951	0.2649062	0.2995643	0.5471703	0.3532861	0.2749300	0.5907149	0.1635662	0.1582185	0.2420535	0.1591178	0.3679840	0.5233815	0.1943951	0.0115963	0.5172949	0.4654831	0.2199994	0.3898034	0.2159620	0.4781375	0.1255782	0.2719577	0.5981734	0.2047664	0.5587344	0.4169637	0.5625507	0.4400994	0.4142983	0.4650882	0.6712891	0.6356242	0.7788230	0.2327016	0.6916972	0.7093526	0.6249814
0.6250491	0.1128466	0.3789864	0.0000000	0.2708545	0.4099525	0.4793379	0.0721376	0.6832606	0.1995347	0.6055610	0.6943390	0.5693620	0.3959093	0.6335116	0.1791426	0.3813767	0.3894435	0.2595156	0.7054130	0.2601950	0.0421560	0.8238432	0.3054633	0.0275697	0.0179146	0.1082637	0.6329676	0.5744561	0.7653170	0.4744061	0.7892957	0.0875556	0.5682581	0.4959155	0.3460665	0.5771861	0.4318768	0.4782043	0.3425970	0.0136040	0.2619360	0.2351407	0.6974492	0.7421337	0.0091832	0.1094547	0.4294183	0.5745318	0.5109076	0.2184865	0.6738876	0.0687576	0.5154701	0.6552337	0.1415828	0.4569015	0.4797188	0.5895214	0.5799256	0.7216537	0.7818695	0.3821778	0.2413821	0.1982828	0.5218692	0.2655000	0.2376794	0.6110014	0.3267730	0.1956777	0.1525939	0.1522105	0.2931829	0.4432915	0.1492527	0.0085425	0.4567855	0.4916742	0.2268308	0.3414024	0.3295592	0.5656181	0.1695825	0.3672740	0.6492711	0.2034910	0.5753189	0.4973063	0.6858018	0.4247882	0.3571555	0.5419994	0.7890507	0.6547475	0.8613365	0.2533215	0.6985811	0.7487259	0.5591231
0.0108293	0.7834770	0.5464590	0.0300983	0.0000000	0.4972088	0.1374882	0.5118327	0.7044189	0.6645595	0.8218204	0.7002981	0.7591195	0.6927737	0.6781339	0.3841330	0.4162523	0.3520124	0.2303953	0.0022860	0.0977270	0.0232892	0.7196256	0.4501453	0.0109503	0.0390259	0.1786016	0.6760234	0.4204170	0.6948764	0.4322222	0.7692890	0.0987429	0.7175978	0.0959873	0.2651633	0.3425143	0.4742941	0.3470646	0.3383672	0.0121277	0.1574670	0.2756630	0.0571184	0.6551602	0.0015731	0.1113006	0.4273014	0.6979989	0.7453376	0.1123935	0.7283659	0.0044485	0.1617201	0.2724374	0.7144879	0.3346318	0.1738725	0.4327299	0.5228543	0.5618175	0.6583908	0.3903553	0.2829285	0.2243816	0.4925587	0.4512728	0.2692875	0.7727533	0.1790787	0.1540158	0.3420888	0.2648220	0.4802052	0.4239165	0.2410532	0.0005788	0.5624735	0.5273262	0.2251193	0.3364106	0.2089892	0.5251157	0.1744548	0.2883995	0.6459948	0.2412939	0.6347094	0.4447536	0.4997806	0.3392380	0.4823472	0.5979794	0.7698005	0.7404357	0.6982916	0.2885810	0.7130889	0.6380765	0.7615024
0.6917242	0.0937076	0.4479429	0.5920777	0.3229486	0.0000000	0.4280563	0.1112262	0.7269485	0.2556423	0.5529730	0.6092215	0.4616456	0.4004391	0.7529030	0.1990237	0.4471088	0.3360768	0.2691696	0.7510764	0.2732816	0.0397125	0.6524529	0.4487635	0.0122467	0.0388187	0.1925990	0.6766586	0.4893710	0.7364738	0.4595457	0.6101823	0.0980482	0.6786556	0.6380328	0.3776538	0.4485402	0.3842998	0.3793018	0.4069014	0.0129708	0.1849751	0.2348484	0.6057059	0.7528047	0.0113274	0.1065129	0.5383338	0.4556032	0.4554278	0.2191363	0.6051185	0.1061391	0.5687971	0.6795511	0.1096531	0.4227268	0.5010629	0.6946327	0.6175535	0.5245222	0.7549937	0.3958665	0.2911503	0.3140014	0.5370557	0.2798147	0.2929002	0.7241818	0.2122864	0.1791979	0.2190184	0.2180139	0.3894710	0.3041765	0.1460758	0.0025741	0.4030267	0.6654170	0.1983671	0.3753819	0.3052513	0.4635082	0.1164664	0.3581079	0.5620756	0.3361914	0.5803094	0.4951488	0.5862255	0.4788040	0.4736243	0.4584479	0.6351882	0.7878936	0.6818440	0.2501476	0.6476187	0.6748616	0.6228680
0.8589258	0.0869865	0.5616833	0.4421099	0.2186980	0.4458008	0.0000000	0.0624066	0.5589856	0.2249904	0.6088576	0.5277470	0.4958337	0.3480126	0.7960203	0.1848264	0.3640361	0.5297119	0.2466523	0.6257019	0.3463302	0.0264318	0.7329791	0.4084549	0.0099917	0.0225487	0.1283323	0.7382673	0.4498459	0.6546594	0.3651131	0.7411693	0.1259116	0.6562845	0.4661340	0.3187814	0.3127624	0.5046244	0.4540406	0.3714631	0.0163518	0.2658478	0.2167693	0.5688326	0.6300569	0.0029340	0.1306471	0.5267255	0.4383234	0.6084692	0.2200164	0.6863898	0.1232299	0.5406960	0.5332400	0.1179990	0.3385739	0.5336686	0.5781752	0.5217510	0.5752212	0.6208726	0.3430986	0.1791943	0.3163337	0.4897038	0.3174147	0.3065744	0.6652856	0.2331480	0.1894435	0.2467576	0.2881372	0.4792552	0.4719595	0.2550145	0.0015570	0.5963486	0.6411618	0.1556347	0.3155562	0.2560830	0.5929152	0.2013856	0.3743939	0.8232579	0.2673768	0.4696917	0.5425234	0.5431151	0.3130138	0.3041948	0.5345882	0.8127462	0.6416404	0.7690837	0.3058168	0.6038466	0.6705032	0.8352813
0.6958415	0.0652462	0.5346001	0.5136209	0.3194426	0.4342669	0.4417728	0.0000000	0.5895294	0.2633436	0.5395735	0.6291423	0.5075214	0.3577594	0.6568161	0.1946040	0.4592599	0.3654596	0.1934837	0.6166275	0.2929745	0.0406949	0.7710410	0.3594440	0.0223463	0.0243757	0.1764861	0.7255467	0.4963050	0.6594895	0.4454912	0.6722563	0.1264562	0.7061000	0.5195922	0.3428720	0.4673663	0.4840449	0.4774040	0.3401944	0.0210212	0.2024383	0.3023952	0.7213413	0.7083043	0.0199675	0.0939448	0.5766362	0.4320441	0.4892339	0.2657908	0.6226905	0.0666000	0.4913553	0.6773676	0.0991525	0.3567495	0.4165027	0.7239473	0.7077241	0.5151139	0.6181844	0.3161966	0.3501901	0.2349451	0.5871263	0.1767939	0.1512512	0.7503471	0.1355387	0.1700632	0.0775627	0.1038366	0.4340087	0.4814264	0.1331335	0.0053514	0.5140757	0.4999281	0.2252897	0.3190896	0.2698828	0.5046657	0.0837284	0.3357931	0.7175352	0.2237210	0.4713500	0.3974861	0.5331062	0.5268390	0.3959673	0.5417918	0.7666563	0.6579761	0.7811378	0.2659664	0.6886020	0.5550274	0.7572135
0.6573410	0.0631461	0.5121901	0.5496315	0.2106862	0.4984764	0.3755103	0.0569523	0.0000000	0.1631087	0.5424211	0.7387233	0.5733638	0.3204530	0.6913155	0.1848824	0.3042846	0.3863600	0.2126954	0.7294053	0.2860606	0.0119973	0.5616579	0.3537763	0.0348578	0.0225436	0.1310039	0.5725191	0.5625018	0.6692304	0.5541125	0.6246382	0.1122077	0.6975259	0.4436649	0.3695329	0.5186988	0.4454323	0.3891408	0.3036506	0.0263692	0.2557969	0.3398908	0.7348572	0.7861671	0.0213185	0.1157644	0.5022355	0.5376277	0.4683074	0.3038619	0.6901301	0.0388455	0.5136691	0.6079641	0.1665260	0.4674557	0.5271420	0.6602732	0.4350466	0.4860453	0.7138773	0.4216238	0.3284889	0.2430547	0.5099350	0.2689562	0.2429505	0.5997998	0.1460450	0.1542199	0.1503506	0.1087352	0.3792634	0.3642480	0.1748210	0.0133167	0.5440815	0.5354444	0.2660436	0.3146652	0.3178927	0.5580353	0.1748484	0.3767323	0.9053986	0.1965630	0.5077505	0.5125368	0.5727597	0.4098960	0.4015441	0.5623872	0.8084778	0.5954134	0.6911280	0.2838425	0.7371159	0.6756612	0.7137165
0.6534579	0.0930996	0.4182752	0.5074288	0.3417052	0.3451762	0.4470238	0.1082327	0.7497248	0.0000000	0.6180659	0.6121420	0.5333241	0.5179286	0.6033116	0.1972875	0.5236083	0.3626981	0.2725073	0.6972705	0.3069605	0.0247728	0.6796594	0.4153442	0.0283083	0.0490577	0.1563304	0.6837594	0.4427386	0.7868293	0.4481802	0.7871832	0.0748734	0.7480168	0.5647637	0.4580863	0.3955502	0.4323044	0.4408548	0.3535529	0.0302741	0.2178179	0.3253316	0.7817956	0.7375000	0.0162828	0.1030628	0.4961254	0.4169878	0.4953548	0.2297288	0.6371494	0.0816249	0.5734365	0.7293027	0.1046174	0.5245349	0.5163984	0.6944108	0.5779958	0.4836540	0.7891312	0.4000244	0.3238370	0.2570119	0.5516467	0.2173724	0.1666962	0.6173743	0.1905246	0.1567538	0.2385321	0.1691604	0.2916018	0.4061612	0.1484157	0.0026118	0.4686964	0.4777636	0.2967107	0.2900229	0.2991437	0.5285329	0.1701547	0.2357524	0.7045626	0.2669882	0.4689148	0.4340561	0.6253406	0.4188735	0.5460540	0.4738714	0.7383600	0.6872532	0.6837789	0.2474548	0.8044759	0.6525508	0.7874973
