G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.5776057	0.3642413	0.7105412	0.0681494	0.0237401	0.5593030	0.4790653	0.6668342	0.2238944	0.3773136	0.1502098	0.1277846	0.2714669	0.1386201	0.2163815	0.6888499	0.2283725	0.4963759	0.4230205	0.1868676	0.1062314	0.5649175	0.4495397	0.5805232	0.6548029	0.2834007	0.4654883	0.0432141	0.0022519	0.1718101	0.4222553	0.7108951	0.2628421	0.1876936	0.1668585	0.6934675	0.0325613	0.7253503	0.2915602	0.6532662	0.0585515	0.5778363	0.0743075	0.0644514	0.6741910	0.3219829	0.2350231	0.5926152	0.6118091	0.1844391	0.7193427	0.4093999	0.5497913	0.7136574	0.5820462	0.1000782	0.0205400	0.0834419	0.6672139	0.0174340	0.1145585	0.1980355	0.4573179	0.2621113	0.5908734	0.0608091	0.1147669	0.3648872	0.0206151	0.6853483	0.3457422	0.1843699	0.0313969	0.3944894	0.0756142	0.6776575	0.5797344	0.3332119	0.3491438	0.5615459	0.5187209	0.6817936	0.0449113	0.5827123	0.6698307	0.0762798	0.7204974	0.0710078	0.8028630	0.7701758	0.7315872	0.0856377	0.5546068	0.0719198	0.5812590	0.5447036	0.8296004	0.0227285	0.6489433
0.3401331	0.0000000	0.7512203	0.4323280	0.0804996	0.6769283	0.5946722	0.4976366	0.8293431	0.2051866	0.3799863	0.0915273	0.1594111	0.3473984	0.1045419	0.2437855	0.6651627	0.2495456	0.6484425	0.5249411	0.1438053	0.1240460	0.5368181	0.5138240	0.5148724	0.5944812	0.3514517	0.5519424	0.0523953	0.0073292	0.2286564	0.3386494	0.7290294	0.3609531	0.2188969	0.1064250	0.5791513	0.0473897	0.6061003	0.2450375	0.8621020	0.0474401	0.5559238	0.0438182	0.0706898	0.7971157	0.3775541	0.1821899	0.5043659	0.5177237	0.1423527	0.7986253	0.5919610	0.4662229	0.7289645	0.5915883	0.1199631	0.0202006	0.0481003	0.7848745	0.0156705	0.1386681	0.6224897	0.6067493	0.1906922	0.6304112	0.0433285	0.0526348	0.2721329	0.0436150	0.7444800	0.3315605	0.2897981	0.0754434	0.4075422	0.0415192	0.6819160	0.5308199	0.2940719	0.3528269	0.3726109	0.2501445	0.7268603	0.0304578	0.5512213	0.7075668	0.0607369	0.6630950	0.4474452	0.5495909	0.7652503	0.6070529	0.0726264	0.4467071	0.0912359	0.4809338	0.5413231	0.5766244	0.0484330	0.6236158
0.2682558	0.2837029	0.0000000	0.4767248	0.1093050	0.6796815	0.5924791	0.5768487	0.7337661	0.2409517	0.3566131	0.1567468	0.2236349	0.2968839	0.1677514	0.2325907	0.6405364	0.3329895	0.4493030	0.3568336	0.1132745	0.2926754	0.6090634	0.4391240	0.4849164	0.7353087	0.1947716	0.4355628	0.0440200	0.0043502	0.1876118	0.4376190	0.8206489	0.2120999	0.1725030	0.1796628	0.7468840	0.0319463	0.8439170	0.2774033	0.6961177	0.0625845	0.6083237	0.0397253	0.0592891	0.7633501	0.4089169	0.2588928	0.5932210	0.7383894	0.1866456	0.6753980	0.5054683	0.4959868	0.7494529	0.5488612	0.0638267	0.0455396	0.0558393	0.8049805	0.0310309	0.1402146	0.3043683	0.3838595	0.2057342	0.6377297	0.0462072	0.0813250	0.4083517	0.0444773	0.7024868	0.4373814	0.2486158	0.0682027	0.3884772	0.0360300	0.7514913	0.5217910	0.3721070	0.3926796	0.5085883	0.2830338	0.6372056	0.0853226	0.6036501	0.6471477	0.0793602	0.6524337	0.0857059	0.7274672	0.7616775	0.6847068	0.0880965	0.4244284	0.0761393	0.5248543	0.6946981	0.8588399	0.0204235	0.5939672
0.3230032	0.2579657	0.7356749	0.0000000	0.0997016	0.6271022	0.4834178	0.5180983	0.7217583	0.2187525	0.4133187	0.1658249	0.1919030	0.2988528	0.2053927	0.3598097	0.7542381	0.2473610	0.6526076	0.4380286	0.1792811	0.0826154	0.5282094	0.4949089	0.4958961	0.7563202	0.4225429	0.5110227	0.0849358	0.0048190	0.1860052	0.4098149	0.7580836	0.2701338	0.1855309	0.0556278	0.7106639	0.0986461	0.7279047	0.3253346	0.6896679	0.0248973	0.5387453	0.0554975	0.0545088	0.6449959	0.3606288	0.2989421	0.5227130	0.5742490	0.1696338	0.6955111	0.4649308	0.7548013	0.7396593	0.4980299	0.1154839	0.0377078	0.0768036	0.7503048	0.0129296	0.1266215	0.4330993	0.5559887	0.2066480	0.5359336	0.0596086	0.0666933	0.2030944	0.0231314	0.6020449	0.4227228	0.1902214	0.0450062	0.4178281	0.0705925	0.7570337	0.5910512	0.2749487	0.2679534	0.3879904	0.0061022	0.8445565	0.0395031	0.5633886	0.7427416	0.4547705	0.8406810	0.1012136	0.7844232	0.6535227	0.7643125	0.0641875	0.5386964	0.0998246	0.4306057	0.6125557	0.6300933	0.0322525	0.6834778
0.3406235	0.1995775	0.6372924	0.4527534	0.0000000	0.6658433	0.5583747	0.4156895	0.7740601	0.2180782	0.3487012	0.1437550	0.2149741	0.2682571	0.2271446	0.2130151	0.5863308	0.2301551	0.5661231	0.5022743	0.2049388	0.3025103	0.6455779	0.4581596	0.5024091	0.7966917	0.2823145	0.5169081	0.0502501	0.0052669	0.1612901	0.3735280	0.6997107	0.3181676	0.2037841	0.1844544	0.6583566	0.0209293	0.7594100	0.2986698	0.6858659	0.0699928	0.6460842	0.0500818	0.0433543	0.7451262	0.5920151	0.2597980	0.5682458	0.6849091	0.1503786	0.6818804	0.5549446	0.5464055	0.6568895	0.5692783	0.1460382	0.0271140	0.0262538	0.7495004	0.0191487	0.1604006	0.2646030	0.5215995	0.2286812	0.6606034	0.0261789	0.0558593	0.2320944	0.0289581	0.6989539	0.3062245	0.2141127	0.0559518	0.4820644	0.0967592	0.6405477	0.4656052	0.2648428	0.3029372	0.3801182	0.2741785	0.6977232	0.0302335	0.5702593	0.7441978	0.0319135	0.6203184	0.0489152	0.7525284	0.7273725	0.7275485	0.0663537	0.5305588	0.0829992	0.4974764	0.6506239	0.5981697	0.0292351	0.5872373
0.3123078	0.2877792	0.8100505	0.3886381	0.1197405	0.0000000	0.4983587	0.4865724	0.5049047	0.3035260	0.4175122	0.1233384	0.2078675	0.2798085	0.1347853	0.2270064	0.5069310	0.3298087	0.4863869	0.4102111	0.1493391	0.2095488	0.3719511	0.3971865	0.5145828	0.7395904	0.4166745	0.4841647	0.0644495	0.0099024	0.2576274	0.4872957	0.6475641	0.3691120	0.2096857	0.0793506	0.5568246	0.0277974	0.7257329	0.2398898	0.7949149	0.0460251	0.5040895	0.0542578	0.0714372	0.8371749	0.3492742	0.2783088	0.6220704	0.5338029	0.1415953	0.6998159	0.5585197	0.5863866	0.7022709	0.4703482	0.0692166	0.0191463	0.0493065	0.6281045	0.0122353	0.1765311	0.2996960	0.4478064	0.1987676	0.5715260	0.0472944	0.0917113	0.2895476	0.0497388	0.6275223	0.2270180	0.2550419	0.0314571	0.3950096	0.0615997	0.6591494	0.5604511	0.2825811	0.3825034	0.3254254	0.2875566	0.6581514	0.0420961	0.6004328	0.7114000	0.1194809	0.7280368	0.1246528	0.7370811	0.5700752	0.7892186	0.0843385	0.4620197	0.0972346	0.4720533	0.4915245	0.7539470	0.1239599	0.6345409
0.3167108	0.1953099	0.6788351	0.4884303	0.1145713	0.6682334	0.0000000	0.3811408	0.7836531	0.2197387	0.4554088	0.2087011	0.2403509	0.2379473	0.1766781	0.2448446	0.6267452	0.2455033	0.4966314	0.5022410	0.1913522	0.2415881	0.4615343	0.4105612	0.6997055	0.7820116	0.2412856	0.6186136	0.0539578	0.0023070	0.2251270	0.3458315	0.8677988	0.3840282	0.1472211	0.2815200	0.6832435	0.0140904	0.7092189	0.3008641	0.8526147	0.0652828	0.6606539	0.0613673	0.0934308	0.8082022	0.4429457	0.3127872	0.5754925	0.5838569	0.1605358	0.7450727	0.4189708	0.5919988	0.6976929	0.4851724	0.1133314	0.0344298	0.0595418	0.6650600	0.0021610	0.1152306	0.2731989	0.4400642	0.2354003	0.6621970	0.0347587	0.0818721	0.2649278	0.0287755	0.7514764	0.3294333	0.2623204	0.0769176	0.4901542	0.0521422	0.5423089	0.4928582	0.3161573	0.3580342	0.3864417	0.3744865	0.7480309	0.0521422	0.4136517	0.7076256	0.0043181	0.8505299	0.0468355	0.6402854	0.6386601	0.5554069	0.0325023	0.5943626	0.0563816	0.5600347	0.6051552	0.7643908	0.0276521	0.6140421
0.0084318	0.5221664	0.3774957	0.7751315	0.0567602	0.0866482	0.5573113	0.0000000	0.6451660	0.1917015	0.4280032	0.1234166	0.1664385	0.3202496	0.1944752	0.1917180	0.5615986	0.3695293	0.7011533	0.6243367	0.2164945	0.0820224	0.6449361	0.6749545	0.6766668	0.6473598	0.2690468	0.5109067	0.0797227	0.0003647	0.2284308	0.4153695	0.7691463	0.2709370	0.1600368	0.0917174	0.5808347	0.0223881	0.6012492	0.2776479	0.6436856	0.0073889	0.6050947	0.0534152	0.0356744	0.6270482	0.4256702	0.3014458	0.5471607	0.6850616	0.1197637	0.6406787	0.5221265	0.5977042	0.7745935	0.5429953	0.1483908	0.0154621	0.0712836	0.7438434	0.0195461	0.1012501	0.5147636	0.4755426	0.2849718	0.6911924	0.0367783	0.0431977	0.2400609	0.0352199	0.6471631	0.4461147	0.2098106	0.0216655	0.4336827	0.0529554	0.4610066	0.5308470	0.2595581	0.5640214	0.5968757	0.4638479	0.6900097	0.0672699	0.5962217	0.6890545	0.1708702	0.6582833	0.1457872	0.6989589	0.6304200	0.7113062	0.0859054	0.6198583	0.0704174	0.5752976	0.5120583	0.5706023	0.0314669	0.5831298
0.3399500	0.3079776	0.5959774	0.4326876	0.1105397	0.7291302	0.6413367	0.3825159	0.0000000	0.6768272	0.7112968	0.4013106	0.3388572	0.3133112	0.1924063	0.2720120	0.6390746	0.2798640	0.3717771	0.4336613	0.2015874	0.3542671	0.4533715	0.3493990	0.6646640	0.6410514	0.3326745	0.6705219	0.0655409	0.0086865	0.2047265	0.4026234	0.8048708	0.3070964	0.1642471	0.2809780	0.6140624	0.0407739	0.8032734	0.2916536	0.7243379	0.0696148	0.5189609	0.0452009	0.0759151	0.6356111	0.3483105	0.2451071	0.6336577	0.6205641	0.2006959	0.7065208	0.4434384	0.7384808	0.6059715	0.3168493	0.0874032	0.0085459	0.0393718	0.5572969	0.0111348	0.1442101	0.3005179	0.4214421	0.2633697	0.5497302	0.0556796	0.0705125	0.3751608	0.0698748	0.7034524	0.3385959	0.2030972	0.0340752	0.4558300	0.0316979	0.6941709	0.6006631	0.3428614	0.3418991	0.4066960	0.3557648	0.7133301	0.0345614	0.3905729	0.5615331	0.0035164	0.6335290	0.0472848	0.7177131	0.5541957	0.6849044	0.0776586	0.5101556	0.1141753	0.5670081	0.5397364	0.7674986	0.0657951	0.7234817
0.3381470	0.2509751	0.6176742	0.3665070	0.0924944	0.6443320	0.6089201	0.5094588	0.8381169	0.0000000	0.3646301	0.1072506	0.1788960	0.3118839	0.1538358	0.1974004	0.5844371	0.2691097	0.4914573	0.3966300	0.2168468	0.1837351	0.4419942	0.3683124	0.6223372	0.6710814	0.2655279	0.5651079	0.0617909	0.0129704	0.2229239	0.3672673	0.6728300	0.2733304	0.2751595	0.1191629	0.7036459	0.0135175	0.6082638	0.2708651	0.6813661	0.0438444	0.6287598	0.0541027	0.0739435	0.6980852	0.3927504	0.2495365	0.5435406	0.5821823	0.1765111	0.5973895	0.4330045	0.5780689	0.6616352	0.3325408	0.1289251	0.0257851	0.0316858	0.7662776	0.0223936	0.1371643	0.2036242	0.5262244	0.1676330	0.5847590	0.0475896	0.0275705	0.3099812	0.0502295	0.7149940	0.2566508	0.2412487	0.0230845	0.5597210	0.0602809	0.7197931	0.4528964	0.2897653	0.4595490	0.4011389	0.3038634	0.6935720	0.0514160	0.5725996	0.8103669	0.0546755	0.6498838	0.0718104	0.7050506	0.6412730	0.6841183	0.0569344	0.5476232	0.1047358	0.5085026	0.6171834	0.7440589	0.0221448	0.7778023
