  1.0000000e+000  0.0000000e+000
  2.3980000e+003  1.0000000e+000
  4.0420000e+003  2.0000000e+000
  6.3830000e+003  3.0000000e+000
  8.7530000e+003  4.0000000e+000
  1.1122000e+004  5.0000000e+000
  1.3491000e+004  6.0000000e+000
  1.5238000e+004  7.0000000e+000
  1.7607000e+004  8.0000000e+000
  1.9976000e+004  9.0000000e+000
  2.1505000e+004  1.0000000e+001
  2.3874000e+004  1.1000000e+001
  2.5473000e+004  1.2000000e+001
  2.7809000e+004  1.3000000e+001
  3.0179000e+004  1.4000000e+001
  3.2549000e+004  1.5000000e+001
  3.4918000e+004  1.6000000e+001
  3.7286000e+004  1.7000000e+001
  3.9654000e+004  1.8000000e+001
  4.1257000e+004  1.9000000e+001
  4.3627000e+004  2.0000000e+001
  4.5997000e+004  2.1000000e+001
  4.8204000e+004  2.2000000e+001
  5.0596000e+004  2.3000000e+001
  5.2959000e+004  2.4000000e+001
  5.5297000e+004  2.5000000e+001
  5.7664000e+004  2.6000000e+001
  5.9944000e+004  2.7000000e+001
  6.2310000e+004  2.8000000e+001
  6.4678000e+004  2.9000000e+001
  6.6713000e+004  3.0000000e+001
  6.9083000e+004  3.1000000e+001
  7.1453000e+004  3.2000000e+001
  7.3432000e+004  3.3000000e+001
  7.5419000e+004  3.4000000e+001
  7.7652000e+004  3.5000000e+001
  8.0021000e+004  3.6000000e+001
  8.2391000e+004  3.7000000e+001
  8.4428000e+004  3.8000000e+001
  8.5978000e+004  3.9000000e+001
  8.8316000e+004  4.0000000e+001
  9.0600000e+004  4.1000000e+001
  9.2777000e+004  4.2000000e+001
  9.4594000e+004  4.3000000e+001
  9.6962000e+004  4.4000000e+001
  9.9357000e+004  4.5000000e+001
  1.0172400e+005  4.6000000e+001
  1.0409200e+005  4.7000000e+001
  1.0646200e+005  4.8000000e+001
  1.0797000e+005  4.9000000e+001
  1.0949300e+005  5.0000000e+001
  1.1186300e+005  5.1000000e+001
  1.1423300e+005  5.2000000e+001
  1.1657200e+005  5.3000000e+001
  1.1880400e+005  5.4000000e+001
  1.2103600e+005  5.5000000e+001
  1.2324000e+005  5.6000000e+001
  1.2561000e+005  5.7000000e+001
  1.2797800e+005  5.8000000e+001
  1.3034600e+005  5.9000000e+001
  1.3271600e+005  6.0000000e+001
  1.3508600e+005  6.1000000e+001
  1.3745600e+005  6.2000000e+001
  1.3982600e+005  6.3000000e+001
  1.4219600e+005  6.4000000e+001
  1.4456500e+005  6.5000000e+001
  1.4695800e+005  6.6000000e+001
  1.4932800e+005  6.7000000e+001
  1.5169800e+005  6.8000000e+001
  1.5406800e+005  6.9000000e+001
  1.5645900e+005  7.0000000e+001
  1.5885300e+005  7.1000000e+001
  1.6111100e+005  7.2000000e+001
  1.6348100e+005  7.3000000e+001
  1.6587700e+005  7.4000000e+001
  1.6818600e+005  7.5000000e+001
  1.7055600e+005  7.6000000e+001
  1.7295200e+005  7.7000000e+001
  1.7532200e+005  7.8000000e+001
  1.7752800e+005  7.9000000e+001
  1.7983800e+005  8.0000000e+001
  1.8220600e+005  8.1000000e+001
  1.8457400e+005  8.2000000e+001
  1.8694200e+005  8.3000000e+001
  1.8931100e+005  8.4000000e+001
  1.9170500e+005  8.5000000e+001
  1.9407500e+005  8.6000000e+001
  1.9644500e+005  8.7000000e+001
  1.9881500e+005  8.8000000e+001
  2.0118500e+005  8.9000000e+001
  2.0355500e+005  9.0000000e+001
  2.0592400e+005  9.1000000e+001
  2.0829300e+005  9.2000000e+001
  2.1060300e+005  9.3000000e+001
  2.1297300e+005  9.4000000e+001
  2.1534300e+005  9.5000000e+001
  2.1771300e+005  9.6000000e+001
  2.2002300e+005  9.7000000e+001
  2.2233100e+005  9.8000000e+001
  2.2470100e+005  9.9000000e+001
  2.2707100e+005  1.0000000e+002
